doi;title;author;date;sdg;ugc_source;paperurl;source;query
10.3390/SU12103982;Urban niche assessment: An approach integrating social media analysis, spatial urban indicators and geo-statistical techniques;Bernetti I.;01.05.2020;11.7;"flickr;google trends;";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085641856&origin=inward;scopus;KEY(((green OR public OR open) AND (place* OR space*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ssci.2015.09.022;A dynamic decision support system based on geographical information and mobile social networks: A model for tsunami risk mitigation in Padang, Indonesia;Ai F.;01.12.2016;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84956994304&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.tourman.2018.05.014;#Strongerthanwinston: Tourism and crisis communication through Facebook following tropical cyclones in Fiji;Möller C.;01.12.2018;11.5;facebook;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048994988&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.cstp.2020.07.006;How urban social movements are leveraging social media to promote dignified mobility as a basic human right;Sunio V.;01.01.2020;11.3;Social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087798056&origin=inward;scopus;KEY((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/ijgi4031389;A volunteered geographic information framework to enable bottom-up disaster management platforms;Poorazizi M.;01.09.2015;11.5;"twitter;flickr;google trends;Instagram";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84948985243&origin=inward;scopus;TITLE((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1007/s11069-015-1918-0;Understanding social media data for disaster management;Xiao Y.;21.08.2015;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84947025932&origin=inward;scopus;TITLE((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.landusepol.2019.104188;Land-use decision support in brownfield redevelopment for urban renewal based on crowdsourced data and a presence-and-background learning (PBL) method;Liu Y.;01.11.2019;11.3;crowdsourced dataset - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071879454&origin=inward;scopus;KEY((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.2495/SDP-V13-N2-338-348;Use of social media for assessing sustainable urban mobility indicators;Sdoukopoulos A.;01.01.2018;11.3;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049877662&origin=inward;scopus;TITLE((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.marpolbul.2019.01.030;Social media as a novel source of data on the impact of marine litter on megafauna: The Philippines as a case study;Abreo N.;01.03.2019;3.9;facebook;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060081699&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/17450101.2019.1696038;Unlikely hikers? Activism, Instagram, and the queer mobilities of fat hikers, women hiking alone, and hikers of colour;Stanley P.;03.03.2020;3.4;Instagram;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075747141&origin=inward;scopus;KEY(((outdoor OR nature) AND recreation) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1504/IJGUC.2015.068825;Riskr: A web 2.0 platform to monitor and share disaster information;Farber J.;01.01.2015;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84928334361&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.cag.2013.10.008;Public behavior response analysis in disaster events utilizing visual analytics of microblog data;Chae J.;01.01.2014;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84887906334&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.trd.2019.03.002;Harnessing the power of machine learning: Can Twitter data be useful in guiding resource allocation decisions during a natural disaster?;Reynard D.;01.12.2019;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063212362&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.biocon.2014.11.045;Contrasting impacts of pesticides on butterflies and bumblebees in private gardens in France;Muratet A.;01.02.2015;3.9;"Frenchgarden butterfly observatory;French bumblebee observatory - Citizen Science Projects";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84919722821&origin=inward;scopus;KEY((urban* AND green*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1057/s41289-017-0050-z;Exploring public space through social media: an exploratory case study on the High Line New York City;Kim H.J.;01.05.2018;11.7;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027837677&origin=inward;scopus;TITLE(((green OR public OR open) AND (place* OR space*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.2196/med20.3237;Analysis of twitter users' sharing of official New York storm response messages;Genes N.;01.01.2014;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84897430491&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.biocon.2016.07.019;Leveraging the power of place in citizen science for effective conservation decision making;Newman G.;01.04.2017;11.7;CitSci.org - Citizen Science Project Platform;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84995553803&origin=inward;scopus;KEY(((green OR public OR open) AND (place* OR space*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.15655/mw/2018/v9i3/49480;Changing forms and platforms of misogyny: Sexual harassment of women journalists on twitter;Rego R.;01.09.2018;11.7;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059286518&origin=inward;scopus;KEY((sex* harass*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1007/s10708-016-9745-8;Implementing a real-time Twitter-based system for resource dispatch in disaster management;Chen X.;01.12.2016;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84981284192&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.5055/jem.2018.0368;Emergency preparedness collaboration on Twitter;Bennett D.;01.05.2018;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049886657&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.marpolbul.2018.11.066;Comparing quantity of marine debris to loggerhead sea turtle (Caretta caretta) nesting and non-nesting emergence activity on Jekyll Island, Georgia, USA;Martin J.M.;01.02.2019;3.9;Marine Debris Tracker App - Citizen Science Program;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058538957&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
;Using social media to build community disaster resilience;Dufty N.;01.01.2012;11.c;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84861833360&origin=inward;scopus;TITLE(((sustain* OR resili*) AND build*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.5055/jem.2017.0347;Use of social media and e-Government in disasters: 2016 Louisiana floods case study;Bosch D.;01.11.2017;11.5;Social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041559649&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.landurbplan.2016.08.005;Smartphone GPS tracking—Inexpensive and efficient data collection on recreational movement;Korpilo S.;01.01.2017;11.3;"Sport Tracker;Endomondo;Polar;strava";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84991628253&origin=inward;scopus;KEY((particip* AND (urban plan* OR urban manage*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.techfore.2015.03.002;Harnessing the power of volunteers, the internet and Google Earth to collect and validate global spatial information using Geo-Wiki;See L.;01.09.2015;11.a;geo wiki;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84941025608&origin=inward;scopus;KEY(((urban OR integrat*) AND polic*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1007/s11069-017-2960-x;Crisis information distribution on Twitter: a content analysis of tweets during Hurricane Sandy;Wang B.;01.10.2017;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021071984&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.jenvman.2007.08.027;Urban regeneration and democratization of information access: CitiStat experience in Baltimore;Gullino S.;01.05.2009;11.3;CitiStat - Citizen Report Tool;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=63449126351&origin=inward;scopus;KEY((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ecoser.2020.101165;Valuing nature-based recreation using a crowdsourced travel cost method: A comparison to onsite survey data and value transfer;Sinclair M.;01.10.2020;3.4;flickr;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089217114&origin=inward;scopus;TITLE(((outdoor OR nature) AND recreation) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ijdrr.2020.101760;Leveraging multimodal social media data for rapid disaster damage assessment;Hao H.;01.12.2020;11.5;social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088368299&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.compenvurbsys.2020.101514;Spatial biases in crowdsourced data: Social media content attention concentrates on populous areas in disasters;Fan C.;01.09.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086464858&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/su12104246;Rapid multi-dimensional impact assessment of floods;Pastor-Escuredo D.;01.05.2020;11.5;Social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085640554&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/SU12083457;Social sensing of the imbalance of urban and regional development in China through the population migration network around spring festival;Zhu R.;01.04.2020;11.a;sina weibo;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085145231&origin=inward;scopus;KEY(((urban OR integrat*) AND polic*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.heliyon.2020.e03626;Marketing challenges in the #MeToo era: gaining business insights using an exploratory sentiment analysis;Reyes-Menendez A.;01.03.2020;11.7;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082112224&origin=inward;scopus;KEY((sex* harass*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/17517575.2020.1722251;A new emergency management dynamic value assessment model based on social media data: a multiphase decision-making perspective;Shan S.;27.05.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079362577&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ijinfomgt.2019.102051;A framework for understanding online group behaviors during a catastrophic event;Kim J.;01.04.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077069085&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/su11226308;Temporal characteristics of waterfronts in Wuhan City and people's behavioral preferences based on social media data;Wu J.;01.11.2019;11.3;sina weibo;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075855104&origin=inward;scopus;KEY((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.aeaoa.2019.100048;Global Ozone (GO3) Project and AQTreks: Use of evolving technologies by students and citizen scientists to monitor air pollutants;Ellenburg J.;01.10.2019;3.9;AQTreks - Citizen Science Project;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072942111&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1177/0886260519868197;#MeToo and Google Inquiries Into Sexual Violence: A Hashtag Campaign Can Sustain Information Seeking;Kaufman M.R.;01.01.2019;11.7;google trends;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071557604&origin=inward;scopus;KEY((sex* harass*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
